iter	RMSE
296	0.07083232912
297	0.07067508162
298	0.07050957333
299	0.07031499623
300	0.07011260718
301	0.07004815441
302	0.06989093549
303	0.0696163308
304	0.06946788731
305	0.06933544779
306	0.06914938167
307	0.06885496187
308	0.0687299242
309	0.0686535344
310	0.06847912063
311	0.06831175269
312	0.06809587494
313	0.06789829133
314	0.06777674235
315	0.06765800719
316	0.06756342748
317	0.06740369195
318	0.06732260835
319	0.06716844976
320	0.06711515356
321	0.06687773617
322	0.0667050823
323	0.06649583784
324	0.06635705637
325	0.06616433855
326	0.06602508767
327	0.06585637877
328	0.06570986906
329	0.06558795791
330	0.06545666735
331	0.06533916357
332	0.06519138239
333	0.0650152842
334	0.06487043192
335	0.06472718365
336	0.06456922258
337	0.06443634533
338	0.06423410666
339	0.06405436758
340	0.06391163791
341	0.06377630832
342	0.06362658298
343	0.06349562393
344	0.06335768203
345	0.06326673728
346	0.06314816708
347	0.06294969937
348	0.0628508313
349	0.06272097642
350	0.0625059081
351	0.06247955559
352	0.06237056278
353	0.06228685283
354	0.06223441449
355	0.06213673356
356	0.06195192352
357	0.06191932593
358	0.0617619246
359	0.06165501391
360	0.06153055325
361	0.06141383082
362	0.06135812556
363	0.0612852284
364	0.06113900778
365	0.06098188356
366	0.06086666172
367	0.06071762925
368	0.06065673256
369	0.06062762749
370	0.06051517738
371	0.06040924952
372	0.06026294911
373	0.06014202252
374	0.06006926477
375	0.05987432883
376	0.05973992839
377	0.05967828281
378	0.05953904529
379	0.05942761866
380	0.05930399434
381	0.05920794794
382	0.05914025176
383	0.05902865731
384	0.05896739337
385	0.05889111273
386	0.05884075323
387	0.05873886012
388	0.05861419177
389	0.05850423563
390	0.058343827
391	0.05826031592
392	0.05812457117
393	0.05801741766
394	0.05793690883
395	0.05783239872
396	0.05780594496
397	0.05772455007
398	0.05768393628
399	0.05755472318
400	0.05743131775
401	0.05734120017
402	0.05720463486
403	0.0570773326
404	0.05690785093
405	0.05684128356
406	0.05674227328
407	0.05661895228
408	0.05649789312
409	0.05632311324
410	0.05625776198
411	0.05611754575
412	0.05602108311
413	0.05584415004
414	0.05576720287
415	0.05556824499
416	0.05547602928
417	0.055382475
418	0.05529453193
419	0.05526575167
420	0.05519999762
421	0.05508029582
422	0.0549616207
423	0.05481574525
424	0.05470890083
425	0.05461790324
426	0.05446565306
427	0.05437289897
428	0.05428395427
429	0.05421764897
430	0.05411808373
431	0.05398897477
432	0.05388913665
433	0.05379445497
434	0.05369721873
435	0.05365724265
436	0.05359737079
437	0.05358509677
438	0.05354579729
439	0.05348640778
440	0.05338541352
441	0.05325945957
442	0.05316516496
443	0.0530628425
444	0.05301567417
445	0.05296790392
446	0.05286455011
447	0.05276831583
448	0.05266409346
449	0.05262584145
450	0.0526124894
451	0.0525549036
452	0.0524065994
453	0.05226761621
454	0.05217730035
455	0.05203780079
456	0.05193325141
457	0.05178894703
458	0.0517020694
459	0.05159132436
460	0.05148382265
461	0.05136268411
462	0.05131331377
463	0.05117163625
464	0.05113259854
465	0.05104236929
466	0.05095399347
467	0.05083655447
468	0.05082835277
469	0.05070426283
470	0.05061171889
471	0.05049439284
472	0.05043447779
473	0.0504172773
474	0.05039042005
475	0.05029787712
476	0.05025889752
477	0.05013451278
478	0.05004818706
479	0.04992564669
480	0.04984669468
481	0.04973922888
482	0.04968889705
483	0.04959617384
484	0.04957829613
485	0.04939553285
486	0.0493003934
487	0.04922896388
488	0.04914831422
489	0.04911675034
490	0.04894510934
491	0.04884123728
492	0.04872092759
493	0.04868004682
494	0.04859219707
495	0.04848101644
496	0.04835800287
497	0.04824202233
498	0.04813405908
499	0.04811751621
